Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Refugees,Asylum seekers,Other people in need of international protection,Internally displaced persons,Stateless Persons,Others of concern to UNHCR,Host community
2018,PSE,JOR,State of Palestine,Jordan,0,0,0,0,0,31,0
2018,PSE,KOR,State of Palestine,Republic of Korea,5,5,0,0,0,0,0
2018,PSE,KWT,State of Palestine,Kuwait,5,5,0,0,0,0,0
2018,PSE,LBY,State of Palestine,Libya,4555,1984,0,0,0,0,0
2018,PSE,LBN,State of Palestine,Lebanon,0,5,0,0,0,1264,0
2018,PSE,LKA,State of Palestine,Sri Lanka,9,0,0,0,0,0,0
2018,PSE,LVA,State of Palestine,Latvia,5,0,0,0,0,0,0
2018,PSE,MRT,State of Palestine,Mauritania,29,34,0,0,0,0,0
2018,PSE,MDA,State of Palestine,Republic of Moldova,5,0,0,0,0,0,0
2018,PSE,MEX,State of Palestine,Mexico,5,0,0,0,0,0,0
2018,PSE,MYS,State of Palestine,Malaysia,226,531,0,0,0,0,0
2018,PSE,MNE,State of Palestine,Montenegro,0,6,0,0,0,0,0
2018,PSE,MAR,State of Palestine,Morocco,84,97,0,0,0,0,0
2018,PSE,MLT,State of Palestine,Malta,70,46,0,0,0,0,0
2018,PSE,NLD,State of Palestine,Netherlands (Kingdom of the),162,39,0,0,0,0,0
2018,PSE,NGA,State of Palestine,Nigeria,10,0,0,0,0,0,0
2018,PSE,NZL,State of Palestine,New Zealand,16,0,0,0,0,0,0
2018,PSE,PAK,State of Palestine,Pakistan,21,0,0,0,0,0,0
2018,PSE,PER,State of Palestine,Peru,37,8,0,0,0,0,0
2018,PSE,PHL,State of Palestine,Philippines,55,6,0,0,0,0,0
2018,PSE,POL,State of Palestine,Poland,17,5,0,0,0,0,0
2018,PSE,PRT,State of Palestine,Portugal,5,5,0,0,0,0,0
2018,PSE,ROU,State of Palestine,Romania,53,5,0,0,0,0,0
2018,PSE,ZAF,State of Palestine,South Africa,38,0,0,0,0,0,0
2018,PSE,RUS,State of Palestine,Russian Federation,12,5,0,0,0,0,0
2018,PSE,SAU,State of Palestine,Saudi Arabia,9,13,0,0,0,0,0
2018,PSE,SOM,State of Palestine,Somalia,19,0,0,0,0,0,0
2018,PSE,ESP,State of Palestine,Spain,1051,2510,0,0,0,0,0
2018,PSE,SDN,State of Palestine,Sudan,54,74,0,0,0,153,0
2018,PSE,SVK,State of Palestine,Slovakia,7,0,0,0,0,0,0
2018,PSE,SVN,State of Palestine,Slovenia,12,5,0,0,0,0,0
2018,PSE,SWE,State of Palestine,Sweden,1060,574,0,0,0,0,0
2018,PSE,THA,State of Palestine,Thailand,377,6,0,0,0,0,0
2018,PSE,TUN,State of Palestine,Tunisia,37,5,0,0,0,0,0
2018,PSE,TUR,State of Palestine,Türkiye,1226,570,0,0,0,0,0
2018,PSE,ARE,State of Palestine,United Arab Emirates,5,40,0,0,0,11,0
2018,PSE,UKR,State of Palestine,Ukraine,18,168,0,0,0,0,0
2018,PSE,USA,State of Palestine,United States of America,5,77,0,0,0,0,0
2018,PSE,VEN,State of Palestine,Venezuela (Bolivarian Republic of),7,0,0,0,0,0,0
2018,PSE,YEM,State of Palestine,Yemen,619,227,0,0,0,0,0
2018,PSE,ZMB,State of Palestine,Zambia,12,0,0,0,0,0,0
2019,PSE,ALB,State of Palestine,Albania,7,5,0,0,0,10,0
2019,PSE,DZA,State of Palestine,Algeria,173,0,0,0,0,0,0
2019,PSE,EGY,State of Palestine,Egypt,70010,0,0,0,0,0,0
2019,PSE,ARG,State of Palestine,Argentina,18,11,0,0,0,0,0
2019,PSE,ARM,State of Palestine,Armenia,7,0,0,0,0,0,0
2019,PSE,AUS,State of Palestine,Australia,512,93,0,0,0,0,0
2019,PSE,AZE,State of Palestine,Azerbaijan,5,0,0,0,0,0,0
2019,PSE,BEL,State of Palestine,Belgium,844,877,0,0,0,0,0
2019,PSE,BLR,State of Palestine,Belarus,0,5,0,0,0,0,0
2019,PSE,BRA,State of Palestine,Brazil,565,368,0,0,0,0,0
2019,PSE,BIH,State of Palestine,Bosnia and Herzegovina,0,5,0,0,0,13,0
2019,PSE,CAN,State of Palestine,Canada,1470,1083,0,0,0,0,0
2019,PSE,CHN,State of Palestine,China,13,12,0,0,0,0,0
2019,PSE,CHL,State of Palestine,Chile,15,7,0,0,0,0,0
2019,PSE,COD,State of Palestine,Democratic Republic of the Congo,0,7,0,0,0,0,0
2019,PSE,COL,State of Palestine,Colombia,0,5,0,0,0,0,0
2019,PSE,CYP,State of Palestine,Cyprus,2059,330,0,0,0,0,0
2019,PSE,DNK,State of Palestine,Denmark,20,0,0,0,0,0,0
2019,PSE,ECU,State of Palestine,Ecuador,8,14,0,0,0,0,0
2019,PSE,ETH,State of Palestine,Ethiopia,0,5,0,0,0,0,0
2019,PSE,FRA,State of Palestine,France,1109,230,0,0,0,0,0
2019,PSE,GBR,State of Palestine,United Kingdom of Great Britain and Northern Ireland,608,345,0,0,0,0,0
2019,PSE,GEO,State of Palestine,Georgia,0,14,0,0,0,0,0
2019,PSE,GHA,State of Palestine,Ghana,16,9,0,0,0,0,0
2019,PSE,GRC,State of Palestine,Greece,2756,1530,0,0,0,0,0
2019,PSE,HRV,State of Palestine,Croatia,6,7,0,0,0,8,0
2019,PSE,HUN,State of Palestine,Hungary,90,6,0,0,0,0,0
2019,PSE,ISL,State of Palestine,Iceland,37,11,0,0,0,0,0
2019,PSE,IND,State of Palestine,India,72,7,0,0,0,0,0
2019,PSE,IDN,State of Palestine,Indonesia,321,86,0,0,0,0,0
2019,PSE,IRL,State of Palestine,Ireland,117,52,0,0,0,0,0
2019,PSE,IRQ,State of Palestine,Iraq,7858,107,0,0,0,0,0
2019,PSE,ITA,State of Palestine,Italy,1086,90,0,0,0,0,0
2019,PSE,JOR,State of Palestine,Jordan,0,0,0,0,0,106,0
2019,PSE,KGZ,State of Palestine,Kyrgyzstan,0,5,0,0,0,0,0
2019,PSE,KOR,State of Palestine,Republic of Korea,7,5,0,0,0,0,0
2019,PSE,KWT,State of Palestine,Kuwait,0,5,0,0,0,0,0
2019,PSE,LBY,State of Palestine,Libya,2015,2853,0,0,0,0,0
2019,PSE,LBN,State of Palestine,Lebanon,0,5,0,0,0,783,0
2019,PSE,LKA,State of Palestine,Sri Lanka,5,5,0,0,0,0,0
2019,PSE,LVA,State of Palestine,Latvia,6,0,0,0,0,0,0
2019,PSE,MRT,State of Palestine,Mauritania,60,27,0,0,0,0,0
2019,PSE,MDA,State of Palestine,Republic of Moldova,5,0,0,0,0,0,0
2019,PSE,MEX,State of Palestine,Mexico,5,0,0,0,0,0,0
2019,PSE,MYS,State of Palestine,Malaysia,226,582,0,0,0,0,0
2019,PSE,MNE,State of Palestine,Montenegro,0,5,0,0,0,0,0
2019,PSE,MAR,State of Palestine,Morocco,183,0,0,0,0,0,0
2019,PSE,MLT,State of Palestine,Malta,70,24,0,0,0,0,0
2019,PSE,NLD,State of Palestine,Netherlands (Kingdom of the),160,42,0,0,0,0,0
2019,PSE,NGA,State of Palestine,Nigeria,11,5,0,0,0,0,0
2019,PSE,NZL,State of Palestine,New Zealand,17,0,0,0,0,0,0
2019,PSE,PAK,State of Palestine,Pakistan,21,0,0,0,0,0,0
2019,PSE,PER,State of Palestine,Peru,41,8,0,0,0,0,0
2019,PSE,PHL,State of Palestine,Philippines,54,12,0,0,0,0,0
2019,PSE,POL,State of Palestine,Poland,17,8,0,0,0,0,0
2019,PSE,PRT,State of Palestine,Portugal,5,0,0,0,0,0,0
2019,PSE,ROU,State of Palestine,Romania,58,15,0,0,0,0,0
2019,PSE,ZAF,State of Palestine,South Africa,39,13,0,0,0,0,0
2019,PSE,RUS,State of Palestine,Russian Federation,10,0,0,0,0,0,0
2019,PSE,SAU,State of Palestine,Saudi Arabia,8,14,0,0,0,0,0
2019,PSE,SOM,State of Palestine,Somalia,21,0,0,0,0,0,0
2019,PSE,ESP,State of Palestine,Spain,1184,1385,0,0,0,0,0
2019,PSE,SRB,State of Palestine,Serbia,0,7,0,0,0,0,0
2019,PSE,SDN,State of Palestine,Sudan,0,0,0,0,0,165,0
2019,PSE,SVK,State of Palestine,Slovakia,7,0,0,0,0,0,0
2019,PSE,SVN,State of Palestine,Slovenia,14,16,0,0,0,0,0
2019,PSE,SWE,State of Palestine,Sweden,1167,714,0,0,0,0,0
2019,PSE,THA,State of Palestine,Thailand,310,5,0,0,0,0,0
2019,PSE,TUN,State of Palestine,Tunisia,35,9,0,0,0,0,0
2019,PSE,ARE,State of Palestine,United Arab Emirates,15,0,0,0,0,14,0
2019,PSE,UGA,State of Palestine,Uganda,5,0,0,0,0,0,0
2019,PSE,UKR,State of Palestine,Ukraine,10,39,0,0,0,0,0
2019,PSE,USA,State of Palestine,United States of America,14,99,0,0,0,0,0
2019,PSE,VEN,State of Palestine,Venezuela (Bolivarian Republic of),7,0,0,0,0,0,0
2019,PSE,YEM,State of Palestine,Yemen,625,309,0,0,0,5,0
2019,PSE,ZMB,State of Palestine,Zambia,14,0,0,0,0,0,0
2020,PSE,ALB,State of Palestine,Albania,5,0,0,0,0,0,0
2020,PSE,DZA,State of Palestine,Algeria,185,0,0,0,0,0,0
2020,PSE,EGY,State of Palestine,Egypt,70022,0,0,0,0,0,0
2020,PSE,ARG,State of Palestine,Argentina,19,10,0,0,0,0,0
2020,PSE,ARM,State of Palestine,Armenia,7,0,0,0,0,0,0
2020,PSE,AUS,State of Palestine,Australia,508,154,0,0,0,0,0
2020,PSE,AZE,State of Palestine,Azerbaijan,5,0,0,0,0,0,0
2020,PSE,BHR,State of Palestine,Bahrain,0,6,0,0,0,0,0
2020,PSE,BEL,State of Palestine,Belgium,1224,3275,0,0,0,0,0
2020,PSE,BLR,State of Palestine,Belarus,5,0,0,0,0,0,0
2020,PSE,BRA,State of Palestine,Brazil,571,378,0,0,0,0,0
2020,PSE,BIH,State of Palestine,Bosnia and Herzegovina,0,5,0,0,0,27,0
2020,PSE,CAN,State of Palestine,Canada,1777,754,0,0,0,0,0
2020,PSE,CHN,State of Palestine,China,13,9,0,0,0,0,0
2020,PSE,CHL,State of Palestine,Chile,15,7,0,0,0,0,0
2020,PSE,COD,State of Palestine,Democratic Republic of the Congo,0,6,0,0,0,0,0
2020,PSE,COL,State of Palestine,Colombia,0,5,0,0,0,0,0
2020,PSE,CYP,State of Palestine,Cyprus,2105,247,0,0,0,0,0
2020,PSE,DNK,State of Palestine,Denmark,9,0,0,0,0,0,0
2020,PSE,ECU,State of Palestine,Ecuador,9,9,0,0,0,0,0
2020,PSE,ETH,State of Palestine,Ethiopia,0,5,0,0,0,0,0
2020,PSE,FRA,State of Palestine,France,1256,177,0,0,0,0,0
2020,PSE,GBR,State of Palestine,United Kingdom of Great Britain and Northern Ireland,647,435,0,0,0,0,0
2020,PSE,GEO,State of Palestine,Georgia,0,17,0,0,0,0,0
2020,PSE,DEU,State of Palestine,Germany,2066,497,0,0,0,0,0
2020,PSE,GHA,State of Palestine,Ghana,18,9,0,0,0,0,0
2020,PSE,GRC,State of Palestine,Greece,4723,524,0,0,0,0,0
2020,PSE,HKG,State of Palestine,"China, Hong Kong Special Administrative Region",5,0,0,0,0,0,0
2020,PSE,HUN,State of Palestine,Hungary,90,0,0,0,0,0,0
2020,PSE,ISL,State of Palestine,Iceland,74,84,0,0,0,0,0
2020,PSE,IND,State of Palestine,India,58,8,0,0,0,0,0
2020,PSE,IDN,State of Palestine,Indonesia,269,93,0,0,0,0,0
2020,PSE,IRL,State of Palestine,Ireland,138,32,0,0,0,0,0
2020,PSE,IRQ,State of Palestine,Iraq,7868,95,0,0,0,0,0
2020,PSE,ITA,State of Palestine,Italy,677,149,0,0,0,0,0
2020,PSE,JOR,State of Palestine,Jordan,0,0,0,0,0,79,0
2020,PSE,KOR,State of Palestine,Republic of Korea,8,5,0,0,0,0,0
2020,PSE,KWT,State of Palestine,Kuwait,0,5,0,0,0,0,0
2020,PSE,LBY,State of Palestine,Libya,1282,2541,0,0,0,0,0
2020,PSE,LBN,State of Palestine,Lebanon,0,0,0,0,0,673,0
2020,PSE,LKA,State of Palestine,Sri Lanka,5,5,0,0,0,0,0
2020,PSE,LUX,State of Palestine,Luxembourg,0,27,0,0,0,0,0
2020,PSE,LVA,State of Palestine,Latvia,7,0,0,0,0,0,0
2020,PSE,MRT,State of Palestine,Mauritania,74,30,0,0,0,0,0
2020,PSE,MDA,State of Palestine,Republic of Moldova,5,0,0,0,0,0,0
2020,PSE,MEX,State of Palestine,Mexico,5,0,0,0,0,0,0
2020,PSE,MYS,State of Palestine,Malaysia,216,540,0,0,0,0,0
2020,PSE,MNE,State of Palestine,Montenegro,0,8,0,0,0,0,0
2020,PSE,MAR,State of Palestine,Morocco,82,138,0,0,0,0,0
2020,PSE,MLT,State of Palestine,Malta,70,15,0,0,0,0,0
2020,PSE,NLD,State of Palestine,Netherlands (Kingdom of the),160,21,0,0,0,0,0
2020,PSE,NGA,State of Palestine,Nigeria,14,15,0,0,0,0,0
2020,PSE,NZL,State of Palestine,New Zealand,13,5,0,0,0,0,0
2020,PSE,PAK,State of Palestine,Pakistan,21,0,0,0,0,0,0
2020,PSE,PER,State of Palestine,Peru,41,8,0,0,0,0,0
2020,PSE,PHL,State of Palestine,Philippines,50,11,0,0,0,0,0
2020,PSE,POL,State of Palestine,Poland,5,5,0,0,0,0,0
2020,PSE,PRT,State of Palestine,Portugal,5,5,0,0,0,0,0
2020,PSE,QAT,State of Palestine,Qatar,0,7,0,0,0,0,0
2020,PSE,ROU,State of Palestine,Romania,55,8,0,0,0,0,0
2020,PSE,ZAF,State of Palestine,South Africa,37,11,0,0,0,0,0
2020,PSE,RUS,State of Palestine,Russian Federation,5,0,0,0,0,0,0
2020,PSE,SAU,State of Palestine,Saudi Arabia,8,326,0,0,0,0,0
2020,PSE,SOM,State of Palestine,Somalia,7,0,0,0,0,0,0
2020,PSE,ESP,State of Palestine,Spain,1295,540,0,0,0,0,0
2020,PSE,SRB,State of Palestine,Serbia,0,20,0,0,0,0,0
2020,PSE,SDN,State of Palestine,Sudan,0,0,0,0,0,171,0
2020,PSE,SVK,State of Palestine,Slovakia,7,0,0,0,0,0,0
2020,PSE,SVN,State of Palestine,Slovenia,25,5,0,0,0,0,0
2020,PSE,SWE,State of Palestine,Sweden,1256,698,0,0,0,0,0
2020,PSE,THA,State of Palestine,Thailand,290,5,0,0,0,0,0
2020,PSE,TUN,State of Palestine,Tunisia,35,13,0,0,0,0,0
2020,PSE,ARE,State of Palestine,United Arab Emirates,15,0,0,0,0,14,0
2020,PSE,UGA,State of Palestine,Uganda,5,0,0,0,0,0,0
2020,PSE,UKR,State of Palestine,Ukraine,10,40,0,0,0,0,0
2020,PSE,USA,State of Palestine,United States of America,21,102,0,0,0,0,0
2020,PSE,VEN,State of Palestine,Venezuela (Bolivarian Republic of),7,0,0,0,0,0,0
2020,PSE,YEM,State of Palestine,Yemen,630,307,0,0,0,5,0
2020,PSE,ZMB,State of Palestine,Zambia,14,0,0,0,0,0,0
2021,PSE,ALB,State of Palestine,Albania,8,0,0,0,0,0,0
2021,PSE,DZA,State of Palestine,Algeria,185,0,0,0,0,0,0
2021,PSE,EGY,State of Palestine,Egypt,70021,0,0,0,0,0,0
2021,PSE,ARG,State of Palestine,Argentina,21,12,0,0,0,0,0
2021,PSE,ARM,State of Palestine,Armenia,7,0,0,0,0,0,0
2021,PSE,AUS,State of Palestine,Australia,477,185,0,0,0,0,0
2021,PSE,AZE,State of Palestine,Azerbaijan,5,0,0,0,0,0,0
2021,PSE,BHR,State of Palestine,Bahrain,0,15,0,0,0,0,0
2021,PSE,BEL,State of Palestine,Belgium,3109,2030,0,0,0,0,0
2021,PSE,BLR,State of Palestine,Belarus,0,6,0,0,0,0,0
2021,PSE,BRA,State of Palestine,Brazil,578,369,0,0,0,0,0
2021,PSE,BIH,State of Palestine,Bosnia and Herzegovina,5,0,0,0,0,7,0
2021,PSE,CAN,State of Palestine,Canada,2374,242,0,0,0,0,0
2021,PSE,CHN,State of Palestine,China,12,10,0,0,0,0,0
2021,PSE,CHL,State of Palestine,Chile,15,7,0,0,0,0,0
2021,PSE,COD,State of Palestine,Democratic Republic of the Congo,0,6,0,0,0,0,0
2021,PSE,CYP,State of Palestine,Cyprus,2208,125,0,0,0,0,0
2021,PSE,DNK,State of Palestine,Denmark,5,0,0,0,0,0,0
2021,PSE,ECU,State of Palestine,Ecuador,11,6,0,0,0,0,0
2021,PSE,ETH,State of Palestine,Ethiopia,0,14,0,0,0,0,0
2021,PSE,FRA,State of Palestine,France,1954,38,0,0,0,0,0
2021,PSE,GBR,State of Palestine,United Kingdom of Great Britain and Northern Ireland,599,548,0,0,0,0,0
2021,PSE,GEO,State of Palestine,Georgia,0,15,0,0,0,0,0
2021,PSE,DEU,State of Palestine,Germany,2025,905,0,0,0,0,0
2021,PSE,GHA,State of Palestine,Ghana,18,10,0,0,0,0,0
2021,PSE,GRC,State of Palestine,Greece,5508,385,0,0,0,0,0
2021,PSE,HKG,State of Palestine,"China, Hong Kong Special Administrative Region",5,0,0,0,0,0,0
2021,PSE,HUN,State of Palestine,Hungary,87,0,0,0,0,0,0
2021,PSE,ISL,State of Palestine,Iceland,133,14,0,0,0,0,0
2021,PSE,IND,State of Palestine,India,52,11,0,0,0,0,0
2021,PSE,IDN,State of Palestine,Indonesia,208,87,0,0,0,0,0
2021,PSE,IRL,State of Palestine,Ireland,130,24,0,0,0,0,0
2021,PSE,IRQ,State of Palestine,Iraq,7885,142,0,0,0,6,0
2021,PSE,ITA,State of Palestine,Italy,716,138,0,0,0,0,0
2021,PSE,JOR,State of Palestine,Jordan,0,0,0,0,0,100,0
2021,PSE,KOR,State of Palestine,Republic of Korea,8,6,0,0,0,0,0
2021,PSE,KWT,State of Palestine,Kuwait,5,5,0,0,0,0,0
2021,PSE,LBY,State of Palestine,Libya,560,1487,0,0,0,0,0
2021,PSE,LBN,State of Palestine,Lebanon,0,0,0,0,0,807,0
2021,PSE,LKA,State of Palestine,Sri Lanka,6,5,0,0,0,0,0
2021,PSE,LVA,State of Palestine,Latvia,7,0,0,0,0,0,0
2021,PSE,MRT,State of Palestine,Mauritania,78,43,0,0,0,0,0
2021,PSE,MDA,State of Palestine,Republic of Moldova,5,0,0,0,0,0,0
2021,PSE,MEX,State of Palestine,Mexico,5,7,0,0,0,0,0
2021,PSE,MYS,State of Palestine,Malaysia,249,526,0,0,0,0,0
2021,PSE,MAR,State of Palestine,Morocco,89,169,0,0,0,0,0
2021,PSE,MLT,State of Palestine,Malta,74,29,0,0,0,0,0
2021,PSE,NLD,State of Palestine,Netherlands (Kingdom of the),148,21,0,0,0,0,0
2021,PSE,NGA,State of Palestine,Nigeria,16,17,0,0,0,0,0
2021,PSE,NZL,State of Palestine,New Zealand,12,5,0,0,0,0,0
2021,PSE,PAK,State of Palestine,Pakistan,21,0,0,0,0,0,0
2021,PSE,PER,State of Palestine,Peru,41,8,0,0,0,0,0
2021,PSE,PHL,State of Palestine,Philippines,59,15,0,0,0,0,0
2021,PSE,POL,State of Palestine,Poland,5,16,0,0,0,0,0
2021,PSE,PRT,State of Palestine,Portugal,5,5,0,0,0,0,0
2021,PSE,QAT,State of Palestine,Qatar,0,7,0,0,0,0,0
2021,PSE,ROU,State of Palestine,Romania,58,12,0,0,0,0,0
2021,PSE,ZAF,State of Palestine,South Africa,39,10,0,0,0,0,0
2021,PSE,RUS,State of Palestine,Russian Federation,5,0,0,0,0,0,0
2021,PSE,SAU,State of Palestine,Saudi Arabia,7,434,0,0,0,0,0
2021,PSE,SOM,State of Palestine,Somalia,9,0,0,0,0,0,0
2021,PSE,ESP,State of Palestine,Spain,1351,410,0,0,0,0,0
2021,PSE,SRB,State of Palestine,Serbia,6,0,0,0,0,0,0
2021,PSE,SDN,State of Palestine,Sudan,49,25,0,0,0,172,0
2021,PSE,SVK,State of Palestine,Slovakia,7,0,0,0,0,0,0
2021,PSE,SVN,State of Palestine,Slovenia,26,5,0,0,0,0,0
2021,PSE,SWE,State of Palestine,Sweden,1322,488,0,0,0,0,0
2021,PSE,THA,State of Palestine,Thailand,265,5,0,0,0,0,0
2021,PSE,TGO,State of Palestine,Togo,0,5,0,0,0,0,0
2021,PSE,TUN,State of Palestine,Tunisia,34,38,0,0,0,0,0
2021,PSE,ARE,State of Palestine,United Arab Emirates,16,5,0,0,0,12,0
2021,PSE,UGA,State of Palestine,Uganda,5,0,0,0,0,0,0
2021,PSE,UKR,State of Palestine,Ukraine,10,41,0,0,0,0,0
2021,PSE,URY,State of Palestine,Uruguay,0,5,0,0,0,0,0
2021,PSE,USA,State of Palestine,United States of America,20,136,0,0,0,0,0
2021,PSE,VEN,State of Palestine,Venezuela (Bolivarian Republic of),7,0,0,0,0,0,0
2021,PSE,YEM,State of Palestine,Yemen,576,311,0,0,0,5,0
2021,PSE,ZMB,State of Palestine,Zambia,15,0,0,0,0,0,0
2022,PSE,ALB,State of Palestine,Albania,8,0,0,0,0,0,0
2022,PSE,DZA,State of Palestine,Algeria,243,0,0,0,0,0,0
2022,PSE,EGY,State of Palestine,Egypt,70020,0,0,0,0,0,0
2022,PSE,ARG,State of Palestine,Argentina,25,9,0,0,0,0,0
2022,PSE,ARM,State of Palestine,Armenia,7,0,0,0,0,0,0
2022,PSE,AUS,State of Palestine,Australia,437,226,0,0,0,0,0
2022,PSE,AZE,State of Palestine,Azerbaijan,5,0,0,0,0,0,0
2022,PSE,BEL,State of Palestine,Belgium,4607,3270,0,0,0,0,0
2022,PSE,BLR,State of Palestine,Belarus,8,0,0,0,0,0,0
2022,PSE,BRA,State of Palestine,Brazil,582,319,0,0,0,0,0
2022,PSE,BIH,State of Palestine,Bosnia and Herzegovina,0,0,0,0,0,7,0
2022,PSE,CAN,State of Palestine,Canada,615,382,0,0,0,0,0
2022,PSE,TCD,State of Palestine,Chad,0,6,0,0,0,0,0
2022,PSE,CHN,State of Palestine,China,11,5,0,0,0,0,0
2022,PSE,CHL,State of Palestine,Chile,15,6,0,0,0,0,0
2022,PSE,COD,State of Palestine,Democratic Republic of the Congo,0,5,0,0,0,0,0
2022,PSE,CYP,State of Palestine,Cyprus,2237,276,0,0,0,0,0
2022,PSE,ECU,State of Palestine,Ecuador,11,7,0,0,0,0,0
2022,PSE,ETH,State of Palestine,Ethiopia,0,13,0,0,0,0,0
2022,PSE,FRA,State of Palestine,France,2099,97,0,0,0,0,0
2022,PSE,GBR,State of Palestine,United Kingdom of Great Britain and Northern Ireland,691,581,0,0,0,0,0
2022,PSE,GEO,State of Palestine,Georgia,5,10,0,0,0,0,0
2022,PSE,DEU,State of Palestine,Germany,1586,1410,0,0,0,0,0
2022,PSE,GHA,State of Palestine,Ghana,19,9,0,0,0,0,0
2022,PSE,GRC,State of Palestine,Greece,7514,1114,0,0,0,0,0
2022,PSE,HKG,State of Palestine,"China, Hong Kong Special Administrative Region",5,0,0,0,0,0,0
2022,PSE,HRV,State of Palestine,Croatia,0,25,0,0,0,0,0
2022,PSE,HUN,State of Palestine,Hungary,86,0,0,0,0,0,0
2022,PSE,ISL,State of Palestine,Iceland,273,51,0,0,0,0,0
2022,PSE,IND,State of Palestine,India,48,14,0,0,0,0,0
2022,PSE,IDN,State of Palestine,Indonesia,141,80,0,0,0,0,0
2022,PSE,IRL,State of Palestine,Ireland,130,38,0,0,0,0,0
2022,PSE,IRQ,State of Palestine,Iraq,7704,173,0,0,0,83,0
2022,PSE,ITA,State of Palestine,Italy,742,126,0,0,0,0,0
2022,PSE,JOR,State of Palestine,Jordan,0,0,0,0,0,93,0
2022,PSE,KGZ,State of Palestine,Kyrgyzstan,0,5,0,0,0,0,0
2022,PSE,KWT,State of Palestine,Kuwait,5,5,0,0,0,0,0
2022,PSE,LBY,State of Palestine,Libya,232,966,0,0,0,0,0
2022,PSE,LBN,State of Palestine,Lebanon,0,0,0,0,0,2141,0
2022,PSE,LKA,State of Palestine,Sri Lanka,5,0,0,0,0,0,0
2022,PSE,LVA,State of Palestine,Latvia,7,0,0,0,0,0,0
2022,PSE,MRT,State of Palestine,Mauritania,79,36,0,0,0,0,0
2022,PSE,MEX,State of Palestine,Mexico,6,13,0,0,0,0,0
2022,PSE,MYS,State of Palestine,Malaysia,224,413,0,0,0,0,0
2022,PSE,MAR,State of Palestine,Morocco,94,98,0,0,0,0,0
2022,PSE,MOZ,State of Palestine,Mozambique,0,9,0,0,0,0,0
2022,PSE,MLT,State of Palestine,Malta,72,16,0,0,0,0,0
2022,PSE,NLD,State of Palestine,Netherlands (Kingdom of the),0,27,0,0,0,0,0
2022,PSE,NGA,State of Palestine,Nigeria,21,25,0,0,0,0,0
2022,PSE,NZL,State of Palestine,New Zealand,6,0,0,0,0,0,0
2022,PSE,PAK,State of Palestine,Pakistan,21,0,0,0,0,0,0
2022,PSE,PER,State of Palestine,Peru,41,8,0,0,0,0,0
2022,PSE,PHL,State of Palestine,Philippines,63,17,0,0,0,0,0
2022,PSE,POL,State of Palestine,Poland,12,7,0,0,0,0,0
2022,PSE,PRT,State of Palestine,Portugal,9,6,0,0,0,0,0
2022,PSE,ROU,State of Palestine,Romania,68,8,0,0,0,0,0
2022,PSE,ZAF,State of Palestine,South Africa,28,0,0,0,0,0,0
2022,PSE,RUS,State of Palestine,Russian Federation,5,0,0,0,0,0,0
2022,PSE,SAU,State of Palestine,Saudi Arabia,14,27,0,0,0,0,0
2022,PSE,SOM,State of Palestine,Somalia,8,0,0,0,0,0,0
2022,PSE,ESP,State of Palestine,Spain,1092,370,0,0,0,0,0
2022,PSE,SRB,State of Palestine,Serbia,5,0,0,0,0,41,0
2022,PSE,SDN,State of Palestine,Sudan,49,24,0,0,0,174,0
2022,PSE,SVK,State of Palestine,Slovakia,7,0,0,0,0,0,0
2022,PSE,SVN,State of Palestine,Slovenia,27,5,0,0,0,0,0
2022,PSE,SWE,State of Palestine,Sweden,1352,255,0,0,0,0,0
2022,PSE,THA,State of Palestine,Thailand,186,6,0,0,0,0,0
2022,PSE,TGO,State of Palestine,Togo,5,0,0,0,0,0,0
2022,PSE,TUN,State of Palestine,Tunisia,34,40,0,0,0,0,0
2022,PSE,ARE,State of Palestine,United Arab Emirates,17,0,0,0,0,12,0
2022,PSE,UGA,State of Palestine,Uganda,5,0,0,0,0,0,0
2022,PSE,UKR,State of Palestine,Ukraine,18,17,0,0,0,0,0
2022,PSE,USA,State of Palestine,United States of America,26,324,0,0,0,0,0
2022,PSE,VEN,State of Palestine,Venezuela (Bolivarian Republic of),7,0,0,0,0,0,0
2022,PSE,YEM,State of Palestine,Yemen,572,316,0,0,0,5,0
2022,PSE,ZMB,State of Palestine,Zambia,11,0,0,0,0,0,0
2023,PSE,ALB,State of Palestine,Albania,11,0,0,0,0,0,0
2023,PSE,DZA,State of Palestine,Algeria,190,5,0,0,0,0,0
2023,PSE,ARG,State of Palestine,Argentina,23,6,0,0,0,0,0
2023,PSE,ARM,State of Palestine,Armenia,7,0,0,0,0,0,0
2023,PSE,AUS,State of Palestine,Australia,230,98,0,0,0,0,0
2023,PSE,BEL,State of Palestine,Belgium,5538,4795,0,0,0,0,0
2023,PSE,BLR,State of Palestine,Belarus,9,10,0,0,0,0,0
2023,PSE,BRA,State of Palestine,Brazil,322,107,0,0,0,0,0
2023,PSE,BIH,State of Palestine,Bosnia and Herzegovina,0,7,0,0,0,34,0
2023,PSE,CAN,State of Palestine,Canada,602,457,0,0,0,0,0
2023,PSE,TCD,State of Palestine,Chad,0,6,0,0,0,0,0
2023,PSE,CHN,State of Palestine,China,11,6,0,0,0,0,0
2023,PSE,CHL,State of Palestine,Chile,15,6,0,0,0,0,0
2023,PSE,COD,State of Palestine,Democratic Republic of the Congo,0,5,0,0,0,0,0
